# x	y_0	y_1	y_2	y_3	y_4	y_5	y_6	y_7
1.206000	0.004390	0.004193	0.810238	0.000294	1.000002	0.000017	0.384691	0.000208
1.207000	0.004394	0.004197	0.810238	0.000294	1.000002	0.000017	0.384692	0.000208
1.208000	0.004399	0.004201	0.810239	0.000294	1.000002	0.000017	0.384692	0.000208
1.209000	0.004403	0.004206	0.810239	0.000295	1.000002	0.000017	0.384692	0.000209
1.210000	0.004407	0.004210	0.810239	0.000295	1.000002	0.000017	0.384692	0.000209
1.211000	0.004411	0.004214	0.810240	0.000295	1.000002	0.000017	0.384693	0.000209
1.212000	0.004415	0.004218	0.810240	0.000295	1.000002	0.000017	0.384693	0.000210
1.213000	0.004420	0.004222	0.810240	0.000295	1.000002	0.000017	0.384693	0.000210
1.214000	0.004424	0.004226	0.810240	0.000295	1.000002	0.000017	0.384693	0.000210
1.215000	0.004428	0.004230	0.810241	0.000296	1.000002	0.000017	0.384693	0.000211
1.216000	0.004432	0.004234	0.810241	0.000296	1.000002	0.000018	0.384694	0.000211
1.217000	0.004437	0.004238	0.810241	0.000296	1.000002	0.000018	0.384694	0.000211
1.218000	0.004441	0.004242	0.810242	0.000296	1.000002	0.000018	0.384694	0.000212
1.219000	0.004445	0.004246	0.810242	0.000296	1.000002	0.000018	0.384694	0.000212
1.220000	0.004449	0.004250	0.810242	0.000297	1.000002	0.000018	0.384694	0.000212
1.221000	0.004454	0.004254	0.810243	0.000297	1.000002	0.000018	0.384695	0.000213
1.222000	0.004458	0.004258	0.810243	0.000297	1.000002	0.000018	0.384695	0.000213
1.223000	0.004462	0.004262	0.810243	0.000297	1.000002	0.000018	0.384695	0.000213
1.224000	0.004466	0.004266	0.810243	0.000297	1.000002	0.000018	0.384695	0.000213
1.225000	0.004471	0.004270	0.810244	0.000298	1.000002	0.000018	0.384695	0.000214
1.226000	0.004475	0.004275	0.810244	0.000298	1.000002	0.000018	0.384696	0.000214
1.227000	0.004479	0.004279	0.810244	0.000298	1.000002	0.000018	0.384696	0.000214
1.228000	0.004483	0.004283	0.810245	0.000298	1.000002	0.000018	0.384696	0.000215
1.229000	0.004488	0.004287	0.810245	0.000298	1.000002	0.000018	0.384696	0.000215
1.230000	0.004492	0.004291	0.810245	0.000298	1.000002	0.000018	0.384697	0.000215
1.231000	0.004496	0.004295	0.810246	0.000299	1.000002	0.000018	0.384697	0.000216
1.232000	0.004501	0.004299	0.810246	0.000299	1.000002	0.000018	0.384697	0.000216
1.233000	0.004505	0.004303	0.810246	0.000299	1.000002	0.000018	0.384697	0.000216
1.234000	0.004509	0.004307	0.810246	0.000299	1.000002	0.000019	0.384697	0.000217
1.235000	0.004514	0.004311	0.810247	0.000299	1.000002	0.000019	0.384698	0.000217
1.236000	0.004518	0.004316	0.810247	0.000300	1.000002	0.000019	0.384698	0.000217
1.237000	0.004522	0.004320	0.810247	0.000300	1.000002	0.000019	0.384698	0.000218
1.238000	0.004527	0.004324	0.810248	0.000300	1.000003	0.000019	0.384698	0.000218
1.239000	0.004531	0.004328	0.810248	0.000300	1.000003	0.000019	0.384699	0.000218
1.240000	0.004535	0.004332	0.810248	0.000300	1.000003	0.000019	0.384699	0.000219
1.241000	0.004539	0.004336	0.810249	0.000301	1.000003	0.000019	0.384699	0.000219
1.242000	0.004544	0.004340	0.810249	0.000301	1.000003	0.000019	0.384699	0.000219
1.243000	0.004548	0.004345	0.810249	0.000301	1.000003	0.000019	0.384699	0.000220
1.244000	0.004553	0.004349	0.810249	0.000301	1.000003	0.000019	0.384700	0.000220
1.245000	0.004557	0.004353	0.810250	0.000302	1.000003	0.000019	0.384700	0.000220
1.246000	0.004561	0.004357	0.810250	0.000302	1.000003	0.000019	0.384700	0.000221
1.247000	0.004566	0.004361	0.810250	0.000302	1.000003	0.000019	0.384700	0.000221
1.248000	0.004570	0.004365	0.810251	0.000302	1.000003	0.000019	0.384700	0.000221
1.249000	0.004574	0.004370	0.810251	0.000302	1.000003	0.000019	0.384701	0.000222
1.250000	0.004579	0.004374	0.810251	0.000303	1.000003	0.000019	0.384701	0.000222
1.251000	0.004583	0.004378	0.810252	0.000303	1.000003	0.000019	0.384701	0.000222
1.252000	0.004587	0.004382	0.810252	0.000303	1.000003	0.000020	0.384701	0.000223
1.253000	0.004592	0.004386	0.810252	0.000303	1.000003	0.000020	0.384702	0.000223
1.254000	0.004596	0.004391	0.810252	0.000303	1.000003	0.000020	0.384702	0.000223
1.255000	0.004601	0.004395	0.810253	0.000304	1.000003	0.000020	0.384702	0.000224
1.256000	0.004605	0.004399	0.810253	0.000304	1.000003	0.000020	0.384702	0.000224
1.257000	0.004609	0.004403	0.810253	0.000304	1.000003	0.000020	0.384702	0.000224
1.258000	0.004614	0.004407	0.810254	0.000304	1.000003	0.000020	0.384703	0.000225
1.259000	0.004618	0.004412	0.810254	0.000304	1.000003	0.000020	0.384703	0.000225
1.260000	0.004623	0.004416	0.810254	0.000305	1.000003	0.000020	0.384703	0.000225
1.261000	0.004627	0.004420	0.810255	0.000305	1.000003	0.000020	0.384703	0.000226
1.262000	0.004631	0.004424	0.810255	0.000305	1.000003	0.000020	0.384704	0.000226
1.263000	0.004636	0.004429	0.810255	0.000305	1.000003	0.000020	0.384704	0.000226
1.264000	0.004640	0.004433	0.810256	0.000306	1.000003	0.000020	0.384704	0.000227
1.265000	0.004645	0.004437	0.810256	0.000306	1.000003	0.000020	0.384704	0.000227
1.266000	0.004649	0.004441	0.810256	0.000306	1.000003	0.000020	0.384705	0.000227
1.267000	0.004654	0.004446	0.810256	0.000306	1.000003	0.000020	0.384705	0.000228
1.268000	0.004658	0.004450	0.810257	0.000306	1.000003	0.000020	0.384705	0.000228
1.269000	0.004663	0.004454	0.810257	0.000307	1.000003	0.000020	0.384705	0.000228
1.270000	0.004667	0.004458	0.810257	0.000307	1.000003	0.000020	0.384705	0.000229
1.271000	0.004671	0.004463	0.810258	0.000307	1.000003	0.000021	0.384706	0.000229
1.272000	0.004676	0.004467	0.810258	0.000307	1.000003	0.000021	0.384706	0.000229
1.273000	0.004680	0.004471	0.810258	0.000308	1.000003	0.000021	0.384706	0.000230
1.274000	0.004685	0.004475	0.810259	0.000308	1.000003	0.000021	0.384706	0.000230
1.275000	0.004689	0.004480	0.810259	0.000308	1.000003	0.000021	0.384707	0.000230
1.276000	0.004694	0.004484	0.810259	0.000308	1.000003	0.000021	0.384707	0.000231
